email_text,language,label
Срочно: Обновите способ оплаты для Bank: tinyurl.com/confirm,ru,1
Срочно: Обновите способ оплаты для Netflix: short.link/secure,ru,1
Вот ваша информация об абонентской плате Microsoft за April.,ru,0
这是您的 Netflix May 月账单信息。,zh,0
Suspicious activity detected on your Google account. Confirm identity: tinyurl.com/confirm,en,1
在您的 Apple 账户上检测到可疑活动。确认身份：tinyurl.com/confirm,zh,1
Thank you for using Netflix. Here are your account details.,en,0
感谢您使用 Bank。以下是您的账户详情。,zh,0
您的 PayPal 账户已被入侵。在此重置密码：bit.ly/verify2024,zh,1
感谢您使用 Amazon。以下是您的账户详情。,zh,0
Karibu Amazon! Asante kwa kusajili.,sw,0
需要操作：为您的 PayPal 账户更新付款方式：goo.gl/check,zh,1
Спасибо за обращение в службу поддержки Apple.,ru,0
Your Amazon subscription has been renewed successfully.,en,0
Asante kwa kuwasiliana na timu ya Apple.,sw,0
Поздравляем! Вы выиграли приз от Amazon. Получите: g00gle-security.tk,ru,1
Asante kwa kutumia Google. Hapa kuna maelezo ya akaunti yako.,sw,0
Поздравляем! Вы выиграли приз от Amazon. Получите: short.link/secure,ru,1
"Пожалуйста, подтвердите ваши учетные данные Amazon: am@z0n-verify.ru",ru,1
Thank you for using Google. Here are your account details.,en,0
Urgent: Verify your PayPal account immediately. Click here: bit.ly/verify2024,en,1
Срочно: Обновите способ оплаты для PayPal: goo.gl/check,ru,1
你好，这是您从 Amazon 的 April 月度发票。,zh,0
Спасибо за использование Google. Вот ваши реквизиты учетной записи.,ru,0
尊敬的客户，请确认您的 Google 登录凭据：am@z0n-verify.ru,zh,1
你好，这是您从 Google 的 June 月度发票。,zh,0
您的 PayPal 账户已被入侵。在此重置密码：g00gle-security.tk,zh,1
这是您的 Bank February 月账单信息。,zh,0
您的 Apple 订阅已成功续订。,zh,0
Your PayPal password has expired. Update it now: payp@l-confirm.tk,en,1
Срочно: Обновите способ оплаты для Amazon: goo.gl/check,ru,1
感谢您使用 Apple。以下是您的账户详情。,zh,0
您的 Apple 密码已过期。立即更新：goo.gl/check,zh,1
Amri yako kutoka Google imetumwa na itafika karibuni.,sw,0
需要操作：为您的 Bank 账户更新付款方式：bit.ly/verify2024,zh,1
Congratulations! You've won a reward from Microsoft. Claim it: bit.ly/verify2024,en,1
"Dear valued customer, please confirm your Bank login credentials: short.link/secure",en,1
Срочно: Подтвердите свой аккаунт PayPal. Кликните здесь: tinyurl.com/confirm,ru,1
ПРЕДУПРЕЖДЕНИЕ: Ваш аккаунт Microsoft будет заблокирован: am@z0n-verify.ru,ru,1
Thank you for contacting Amazon support team.,en,0
Your order from Bank has been shipped and will arrive soon.,en,0
WARNING: Your Bank account will be suspended unless you verify: payp@l-confirm.tk,en,1
Добро пожаловать в Bank! Спасибо за регистрацию.,ru,0
"Hello, here is your Google monthly invoice for May.",en,0
Asante kwa kuwasiliana na timu ya PayPal.,sw,0
Ваш аккаунт Netflix взломан. Переустановите пароль: am@z0n-verify.ru,ru,1
Asante kwa kuwasiliana na timu ya Amazon.,sw,0
Tafadhali thibitisha akaunti yako ya Apple: bit.ly/verify2024,sw,1
Karibu PayPal! Asante kwa kusajili.,sw,0
我们感谢您与 Google 的业务。请查看下方收据。,zh,0
Hii ni taarifa ya kukodi kwa Netflix kwa June.,sw,0
恭喜！您从 Apple 赢得了奖励。立即领取：short.link/secure,zh,1
Asante kwa kutumia PayPal. Hapa kuna maelezo ya akaunti yako.,sw,0
Thank you for using Bank. Here are your account details.,en,0
Your PayPal account has been compromised. Reset password here: bit.ly/verify2024,en,1
"Habari, hii ni invoice yako ya kila mwezi kutoka Amazon kwa January.",sw,0
欢迎来到 Google！感谢您的注册。,zh,0
Welcome to Microsoft! Thank you for signing up with us.,en,0
Спасибо за использование Apple. Вот ваши реквизиты учетной записи.,ru,0
紧急：验证您的 PayPal 账户。点击此处：payp@l-confirm.tk,zh,1
ПРЕДУПРЕЖДЕНИЕ: Ваш аккаунт PayPal будет заблокирован: bit.ly/verify2024,ru,1
Спасибо за обращение в службу поддержки Amazon.,ru,0
WARNING: Your Amazon account will be suspended unless you verify: bit.ly/verify2024,en,1
ПРЕДУПРЕЖДЕНИЕ: Ваш аккаунт Apple будет заблокирован: bit.ly/verify2024,ru,1
Your Apple password has expired. Update it now: g00gle-security.tk,en,1
Thank you for contacting Netflix support team.,en,0
Suspicious activity detected on your Amazon account. Confirm identity: payp@l-confirm.tk,en,1
Amri yako kutoka Google imetumwa na itafika karibuni.,sw,0
"Habari, hii ni invoice yako ya kila mwezi kutoka Apple kwa June.",sw,0
Your Bank subscription has been renewed successfully.,en,0
ПРЕДУПРЕЖДЕНИЕ: Ваш аккаунт Google будет заблокирован: am@z0n-verify.ru,ru,1
We appreciate your business with Bank. See your receipt below.,en,0
ПРЕДУПРЕЖДЕНИЕ: Ваш аккаунт Bank будет заблокирован: g00gle-security.tk,ru,1
WARNING: Your Netflix account will be suspended unless you verify: payp@l-confirm.tk,en,1
Спасибо за обращение в службу поддержки Google.,ru,0
Haraka: Thibitisha akaunti yako ya Netflix. Bofya hapa: payp@l-confirm.tk,sw,1
感谢您联系 Amazon 支持团队。,zh,0
感谢您使用 Google。以下是您的账户详情。,zh,0
欢迎来到 Amazon！感谢您的注册。,zh,0
Shughuli isiyo ya kawaida imegundulika kwenye akaunti yako ya Apple: bit.ly/verify2024,sw,1
您的 Amazon 订阅已成功续订。,zh,0
Hongera! Umeshinda zawadi kutoka Google. Lipia hapa: payp@l-confirm.tk,sw,1
这是您的 Microsoft March 月账单信息。,zh,0
Usajili wako wa PayPal umeboreshwa kwa mafanikio.,sw,0
Asante kwa kuwasiliana na timu ya Apple.,sw,0
Мы ценим вашу деятельность с Netflix. См. квитанцию ниже.,ru,0
Обнаружена подозрительная активность на вашем аккаунте Apple: bit.ly/verify2024,ru,1
ПРЕДУПРЕЖДЕНИЕ: Ваш аккаунт Apple будет заблокирован: am@z0n-verify.ru,ru,1
Akaunti yako ya Microsoft imehacked. Sasisha neno lako: am@z0n-verify.ru,sw,1
Your PayPal subscription has been renewed successfully.,en,0
Your order from Amazon has been shipped and will arrive soon.,en,0
恭喜！您从 Microsoft 赢得了奖励。立即领取：bit.ly/verify2024,zh,1
欢迎来到 Microsoft！感谢您的注册。,zh,0
Karibu Apple! Asante kwa kusajili.,sw,0
欢迎来到 Bank！感谢您的注册。,zh,0
Asante kwa kutumia Google. Hapa kuna maelezo ya akaunti yako.,sw,0
ПРЕДУПРЕЖДЕНИЕ: Ваш аккаунт Amazon будет заблокирован: bit.ly/verify2024,ru,1
ПРЕДУПРЕЖДЕНИЕ: Ваш аккаунт PayPal будет заблокирован: goo.gl/check,ru,1
Your Apple account has been compromised. Reset password here: goo.gl/check,en,1
您的 Amazon 密码已过期。立即更新：g00gle-security.tk,zh,1
Karibu Apple! Asante kwa kusajili.,sw,0
WARNING: Your Amazon account will be suspended unless you verify: tinyurl.com/confirm,en,1
Ваш заказ от Amazon отправлен и скоро будет доставлен.,ru,0
Ваша подписка на PayPal успешно продлена.,ru,0
需要操作：为您的 Bank 账户更新付款方式：g00gle-security.tk,zh,1
Urgent: Verify your Amazon account immediately. Click here: bit.ly/verify2024,en,1
Thank you for contacting Netflix support team.,en,0
Urgent: Verify your Netflix account immediately. Click here: short.link/secure,en,1
Поздравляем! Вы выиграли приз от Apple. Получите: g00gle-security.tk,ru,1
您的 Amazon 账户已被入侵。在此重置密码：g00gle-security.tk,zh,1
"Habari, hii ni invoice yako ya kila mwezi kutoka Microsoft kwa March.",sw,0
Asante kwa kutumia Netflix. Hapa kuna maelezo ya akaunti yako.,sw,0
Akaunti yako ya Microsoft imehacked. Sasisha neno lako: tinyurl.com/confirm,sw,1
Your PayPal password has expired. Update it now: goo.gl/check,en,1
Shughuli isiyo ya kawaida imegundulika kwenye akaunti yako ya Google: am@z0n-verify.ru,sw,1
Ваш заказ от Amazon отправлен и скоро будет доставлен.,ru,0
在您的 Microsoft 账户上检测到可疑活动。确认身份：tinyurl.com/confirm,zh,1
Shughuli isiyo ya kawaida imegundulika kwenye akaunti yako ya Apple: goo.gl/check,sw,1
Срочно: Обновите способ оплаты для Microsoft: short.link/secure,ru,1
"Hello, here is your Netflix monthly invoice for January.",en,0
Your PayPal password has expired. Update it now: goo.gl/check,en,1
Tafadhali thibitisha akaunti yako ya Apple: payp@l-confirm.tk,sw,1
恭喜！您从 Microsoft 赢得了奖励。立即领取：short.link/secure,zh,1
Tunakubaliana na biashara yako na Google. Angalia kuitisha chini.,sw,0
Haraka: Sasisha njia ya malipo kwa akaunti yako ya Netflix: short.link/secure,sw,1
Here is your PayPal billing information for January.,en,0
Ваш пароль Apple истек. Обновите сейчас: short.link/secure,ru,1
Спасибо за обращение в службу поддержки PayPal.,ru,0
您从 Bank 的订单已发货，即将送达。,zh,0
ПРЕДУПРЕЖДЕНИЕ: Ваш аккаунт Bank будет заблокирован: goo.gl/check,ru,1
Usajili wako wa PayPal umeboreshwa kwa mafanikio.,sw,0
"Здравствуйте, вот ваш счет от PayPal за April.",ru,0
恭喜！您从 Netflix 赢得了奖励。立即领取：payp@l-confirm.tk,zh,1
Срочно: Обновите способ оплаты для Apple: payp@l-confirm.tk,ru,1
We appreciate your business with Amazon. See your receipt below.,en,0
您的 Google 账户已被入侵。在此重置密码：g00gle-security.tk,zh,1
Ваша подписка на PayPal успешно продлена.,ru,0
在您的 Amazon 账户上检测到可疑活动。确认身份：bit.ly/verify2024,zh,1
你好，这是您从 PayPal 的 June 月度发票。,zh,0
We appreciate your business with Bank. See your receipt below.,en,0
Обнаружена подозрительная активность на вашем аккаунте Apple: am@z0n-verify.ru,ru,1
您的 Microsoft 订阅已成功续订。,zh,0
Asante kwa kuwasiliana na timu ya Microsoft.,sw,0
欢迎来到 Google！感谢您的注册。,zh,0
需要操作：为您的 PayPal 账户更新付款方式：g00gle-security.tk,zh,1
WARNING: Your Netflix account will be suspended unless you verify: payp@l-confirm.tk,en,1
Karibu PayPal! Asante kwa kusajili.,sw,0
尊敬的客户，请确认您的 Netflix 登录凭据：short.link/secure,zh,1
Срочно: Подтвердите свой аккаунт Apple. Кликните здесь: payp@l-confirm.tk,ru,1
这是您的 Bank March 月账单信息。,zh,0
Tafadhali thibitisha akaunti yako ya PayPal: am@z0n-verify.ru,sw,1
"Dear valued customer, please confirm your Netflix login credentials: short.link/secure",en,1
Haraka: Thibitisha akaunti yako ya Microsoft. Bofya hapa: payp@l-confirm.tk,sw,1
Hii ni taarifa ya kukodi kwa PayPal kwa April.,sw,0
Your Apple subscription has been renewed successfully.,en,0
Tafadhali thibitisha akaunti yako ya PayPal: tinyurl.com/confirm,sw,1
Вот ваша информация об абонентской плате Apple за April.,ru,0
Here is your PayPal billing information for February.,en,0
Usajili wako wa PayPal umeboreshwa kwa mafanikio.,sw,0
Срочно: Обновите способ оплаты для Microsoft: short.link/secure,ru,1
Asante kwa kuwasiliana na timu ya Bank.,sw,0
Amri yako kutoka Google imetumwa na itafika karibuni.,sw,0
Haraka: Sasisha njia ya malipo kwa akaunti yako ya Google: short.link/secure,sw,1
Срочно: Подтвердите свой аккаунт Microsoft. Кликните здесь: am@z0n-verify.ru,ru,1
Hongera! Umeshinda zawadi kutoka Microsoft. Lipia hapa: am@z0n-verify.ru,sw,1
您的 Bank 订阅已成功续订。,zh,0
Welcome to Bank! Thank you for signing up with us.,en,0
感谢您使用 Bank。以下是您的账户详情。,zh,0
"Пожалуйста, подтвердите ваши учетные данные Microsoft: am@z0n-verify.ru",ru,1
Urgent: Verify your PayPal account immediately. Click here: g00gle-security.tk,en,1
ONYO: Akaunti yako ya Bank itasimama isipokuwa uthibitishe: short.link/secure,sw,1
"Dear valued customer, please confirm your PayPal login credentials: bit.ly/verify2024",en,1
Asante kwa kutumia Bank. Hapa kuna maelezo ya akaunti yako.,sw,0
ONYO: Akaunti yako ya Google itasimama isipokuwa uthibitishe: bit.ly/verify2024,sw,1
Thank you for using Amazon. Here are your account details.,en,0
Amri yako kutoka Microsoft imetumwa na itafika karibuni.,sw,0
WARNING: Your Google account will be suspended unless you verify: short.link/secure,en,1
您的 Amazon 账户已被入侵。在此重置密码：am@z0n-verify.ru,zh,1
Your PayPal password has expired. Update it now: payp@l-confirm.tk,en,1
感谢您使用 Apple。以下是您的账户详情。,zh,0
Congratulations! You've won a reward from Amazon. Claim it: am@z0n-verify.ru,en,1
Your Amazon account has been compromised. Reset password here: tinyurl.com/confirm,en,1
Hongera! Umeshinda zawadi kutoka Apple. Lipia hapa: bit.ly/verify2024,sw,1
Поздравляем! Вы выиграли приз от Bank. Получите: am@z0n-verify.ru,ru,1
Asante kwa kutumia Google. Hapa kuna maelezo ya akaunti yako.,sw,0
Congratulations! You've won a reward from PayPal. Claim it: tinyurl.com/confirm,en,1
